d94ded64387c4a0970fa52f7a2fb98d20bededbf	Ellis Tarn	2026-05-04	10	200	199	Move walk state from dag/ to controller/ (#261)
6d6dbbf36b9dfe0baa8b2cfd281d20e59dde7744	Ellis Tarn	2026-05-04	16	1000	984	Reconcile code organization against architecture (#258)
033803291c465cf17dfa0da92bb651225c642c51	Ellis Tarn	2026-05-03	28	784	1555	experimental: add observedGeneration, propagate -race to controller, harden CI (#257)
12420022764b489683b1fe43f00194a09d4f5ecb	Ellis Tarn	2026-05-03	16	519	579	simplify: CBO-grounded skill + controller refactoring (#256)
7a80460318621bf641393bb4bee0c1fa47efe3c0	Ellis Tarn	2026-05-03	5	494	264	experimental: forEach ready-first ordering (#255)
44d03e29f712857790b9b9316dded28f7e6d0152	Ellis Tarn	2026-05-03	17	492	250	simplify: add skill and apply instanceState + prune refactoring
c6fe18249dad0f569b9f4aab9553535da2b1c873	Ellis Tarn	2026-05-02	12	136	25	experimental: fix e2e test flakiness and compat test gaps (#254)
2121f024a65ef441ded2c5e18bb4338c94b0a6bd	Ellis Tarn	2026-05-02	39	749	1781	experimental: radical simplification — remove dead code, eliminate duplication, collapse abstractions (#253)
564d7fff10ae8f9c437415b6ec84c4b1fc24aeba	Ellis Tarn	2026-05-02	21	435	2350	experimental: fix pre-existing controller bugs and drop unimplemented feature tests (#252)
0e22fdd6bcf8b1f2d218a8035c0922d38e762b37	Ellis Tarn	2026-05-01	1	199	164	experimental: split CompileGraphSpec into focused helpers (#251)
47b6d8b1e428648076d273e84b5c71256b29bc5b	Ellis Tarn	2026-05-01	1	2	3	experimental: exclude compat tests from presubmit (#250)
439a5207bc8f750618daa258ba61db0fe9a9c897	Ellis Tarn	2026-05-01	38	909	2241	experimental: simplify controller architecture — extract interfaces, unify code paths, remove dead code (#249)
6db313f47e07951a5f062251c74f0a6c51db79d7	Ellis Tarn	2026-05-01	3	333	48	experimental: add structural OpenAPI schema to Graph and GraphRevision CRDs (#248)
9e4b2f7265310201c99e9ed87e32ae7936b2da5c	Ellis Tarn	2026-05-01	30	521	2043	experimental: strip optimization infrastructure and structural debt (#247)
9014431feed596c643433267c9fa7f198dc8bf11	Ellis Tarn	2026-05-01	18	740	3183	experimental: simplify reconciliation to core algorithm (#245)
64fe475dae566aee2c8527b58c7281ac0571e7c0	Ellis Tarn	2026-04-30	8	364	460	design: separate optimizations into additive layer (007) (#244)
e8c8d8223bde3215588c74420ecc20bf21fd21c7	Ellis Tarn	2026-04-30	10	18	17	chart: separate CRD chart from controller chart (#243)
c71ed684863220d420fd0f376f0aef7a92034730	Ellis Tarn	2026-04-30	49	440	117	experimental: split into standalone Go module (#241)
e026928fc33034a58135c9d1c953bd8edc1c21df	Ellis Tarn	2026-04-29	3	63	10	compat: fix validation regression and add each keyword for forEach readyWhen (#235)
0ea1e5d915e259b72fc26d7fa045dba119a0685b	Ellis Tarn	2026-04-29	2	12	0	chart: support command, args, and env overrides (#238)
ce513fcaa951b04952e75e3f689c87c11c15ee7a	Ellis Tarn	2026-04-29	11	17	16	chart: charts symlink to source of truth, not the other way around (#237)
80be844240c3698ece2d88f2c0dfdecbd184d6c6	Ellis Tarn	2026-04-29	22	110	205	chart: add lightweight Helm chart, remove --bootstrap (#236)
b6ace7e464d1b2e9fd9d8d9239877ccf31d85766	Ellis Tarn	2026-04-28	12	143	26	compat: pass instance_conditions and include_when tests (39→46 specs) (#233)
31bd70caa0c65b57085ab6ed8065f273fbed3939	Ellis Tarn	2026-04-27	24	1210	522	graph: .ready() as a field path — complete lazy evaluation model (#232)
29527470663bf303737315db7e7dadc3bcab17d1	Ellis Tarn	2026-04-25	5	287	311	controller: move coordinator loop and post-walk cleanup into walk.run() (#230)
0fd27d1a6aadb051a70ab19a842dcd5203b4168b	Ellis Tarn	2026-04-24	16	2828	2767	controller: organize code — align file boundaries with architectural concepts (#229)
fe7ff8c134831a6df38aecab5bb2af98dad5ca9d	Ellis Tarn	2026-04-24	2	18	8	reconcile: fix forEach prune flake — per-node applied key tracking (#228)
e5727bab4992488b477d1e3ca4e565b3b50f5664	Ellis Tarn	2026-04-24	1	14	1	reconcile: add diagnostic instrumentation for forEach prune candidate loss (#227)
73cc3839573c0b5e4545537adb70f05d5b045875	Ellis Tarn	2026-04-24	3	165	34	reconcile: include child ref content in compilation key to prevent shared cache cross-contamination (#226)
c1cd645ccb3e49b1c8e1550fca63b73980fecc72	Ellis Tarn	2026-04-24	11	816	819	controller: harden exported API surface, split walk algorithm, deduplicate propagation (#225)
93131026d21381fcdc61b4c6f47f8f2e99ba678e	Ellis Tarn	2026-04-23	3	112	22	reconcile: fix ReadinessDependents propagation, cluster-scoped ref routing, stale dispatch (#224)
d724e602d59a85766e0eccf99854862d31173205	Ellis Tarn	2026-04-23	5	96	34	reconcile: fix body .ready() hard deps blocking rgdInstanceStatus, add ReadinessDependents dispatch, handle 404 in Path 2 (#223)
51f29d3d88fd6e614467ca8105d95d716b720bda	Ellis Tarn	2026-04-23	4	60	8	controller: instrument decision points and handoffs for log-based debugging (#221)
3d5f85abdf3c453e2758159f6e67f2e345fb625c	Ellis Tarn	2026-04-23	10	347	323	controller: harden package and struct boundaries (#222)
8be8137c41c40b632340d80614aa956d02be634e	Ellis Tarn	2026-04-23	5	298	14	graph: fix .ready() dependency extraction and validate .dependencies() scope (#216)
cd46848588a2135c44bfd5b8da718bbca891b811	Ellis Tarn	2026-04-23	4	284	258	controller: split mixed-concept files — hash/resourcecache, dag/walkstate (#220)
5a14440b42af0070379797c663a1356ff0447e79	Ellis Tarn	2026-04-23	14	440	433	controller: file-level organization — extract setup.go and resourcekey.go (#219)
4bc2df5ee2bd780e36cec98003b1607fced06fdb	Ellis Tarn	2026-04-23	50	7192	7037	controller: extract graph/, dag/, watches/, compiler/ subpackages (#217)
